app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source
com.facebook.katana,Facebook,Amazing 👏,5,0,2026-08-05 16:44:58,,,play_store
com.facebook.katana,Facebook,business social worker,5,0,2026-08-05 16:44:39,,,play_store
com.facebook.katana,Facebook,"it sucked. i got 3 suspension, and 1 disabled account. i can't even download my old pics there. not good in customer service either.",2,0,2026-08-05 16:44:21,,,play_store
com.facebook.katana,Facebook,My 2 Facebook accounts are first suspended when I completed the review section after clicking on finish my account was logged out when iI tried to login it was permanently disabled all of my contacts that i have being save for 4 to 6 years continusly are lost in a second how could be this possible from Facebook.Introducing Ai into Facebook giving full control to Ai have completely made a disaster there are more platforms that use Ai but they care alot of your privacy and account rules regulation,1,0,2026-08-05 16:43:14,,,play_store
com.facebook.katana,Facebook,good,4,0,2026-08-05 16:42:41,,,play_store
com.facebook.katana,Facebook,মততাবুু ৷ রর্,5,0,2026-08-05 16:42:22,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:41:43,,,play_store
com.facebook.katana,Facebook,why app isn't responding,5,0,2026-08-05 16:39:38,,,play_store
com.facebook.katana,Facebook,very good,5,0,2026-08-05 16:39:35,,,play_store
com.facebook.katana,Facebook,I always got suspended,1,0,2026-08-05 16:39:16,,,play_store
com.facebook.katana,Facebook,videos will just stop and the whole screen will go black. cant click on comments. the page that posted the video. nothing.,1,0,2026-08-05 16:39:12,,,play_store
com.facebook.katana,Facebook,this is the best,5,0,2026-08-05 16:38:40,,,play_store
com.facebook.katana,Facebook,so smart,5,0,2026-08-05 16:36:51,,,play_store
com.facebook.katana,Facebook,new meta for disable my account,1,0,2026-08-05 16:36:44,,,play_store
com.facebook.katana,Facebook,its pay to win unfortunately,5,0,2026-08-05 16:36:12,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:35:39,,,play_store
com.facebook.katana,Facebook,nice best of luck,5,0,2026-08-05 16:35:19,,,play_store
com.facebook.katana,Facebook,Nothing but ads these days and not enjoyable to use. Pure greed. Some ads continue to play audio even when the app is closed. I have to force stop the app to get it to quit.,1,0,2026-08-05 16:34:18,,,play_store
com.facebook.katana,Facebook,ok ji,5,0,2026-08-05 16:32:00,,,play_store
com.facebook.katana,Facebook,Good app,4,0,2026-08-05 16:31:40,,,play_store
com.facebook.katana,Facebook,it's pretty nd perfectly good. family 🫂🥰,5,0,2026-08-05 16:30:22,,,play_store
com.facebook.katana,Facebook,excellent,5,0,2026-08-05 16:28:35,,,play_store
com.facebook.katana,Facebook,good 😊,5,0,2026-08-05 16:28:05,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:28:03,,,play_store
com.facebook.katana,Facebook,💕,5,0,2026-08-05 16:25:55,,,play_store
com.facebook.katana,Facebook,thank you,5,0,2026-08-05 16:25:31,,,play_store
com.facebook.katana,Facebook,good 👍,2,0,2026-08-05 16:24:54,,,play_store
com.facebook.katana,Facebook,maganda maganda maganda !!,5,0,2026-08-05 16:22:26,,,play_store
com.facebook.katana,Facebook,good,5,1,2026-08-05 16:18:28,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:18:19,,,play_store
com.facebook.katana,Facebook,very good,5,0,2026-08-05 16:18:02,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:17:02,,,play_store
com.facebook.katana,Facebook,ඇත්තටම හොද app එකක්,5,0,2026-08-05 16:16:52,,,play_store
com.facebook.katana,Facebook,Excellent,5,16,2026-08-05 16:16:50,,,play_store
com.facebook.katana,Facebook,wow,5,0,2026-08-05 16:16:22,,,play_store
com.facebook.katana,Facebook,😄Nice,5,0,2026-08-05 16:16:13,,,play_store
com.facebook.katana,Facebook,deta bahut store h app,4,0,2026-08-05 16:16:04,,,play_store
com.facebook.katana,Facebook,my account was falsely disabled because of hackers logging into my account and using it to advertise so i can no longer use my account while i did nothing wrong,1,0,2026-08-05 16:15:53,,,play_store
com.facebook.katana,Facebook,wow,5,0,2026-08-05 16:13:33,,,play_store
com.facebook.katana,Facebook,I love this app,5,0,2026-08-05 16:13:28,,,play_store
com.facebook.katana,Facebook,verygood,5,0,2026-08-05 16:11:47,,,play_store
com.facebook.katana,Facebook,nice day,1,1,2026-08-05 16:11:37,,,play_store
com.facebook.katana,Facebook,disable my account without any reason and violation also other people in my house got disabled too,1,1,2026-08-05 16:11:01,,,play_store
com.facebook.katana,Facebook,facebook login hokar bar bar id suspended ho jati hai,1,0,2026-08-05 16:10:35,,,play_store
com.facebook.katana,Facebook,legit,5,0,2026-08-05 16:09:50,,,play_store
com.facebook.katana,Facebook,Good,5,0,2026-08-05 16:09:19,,,play_store
com.facebook.katana,Facebook,hmm Kitt,1,0,2026-08-05 16:09:09,,,play_store
com.facebook.katana,Facebook,good,3,0,2026-08-05 16:08:54,,,play_store
com.facebook.katana,Facebook,very good,5,0,2026-08-05 16:08:32,,,play_store
com.facebook.katana,Facebook,Good,5,0,2026-08-05 16:08:26,,,play_store
com.facebook.katana,Facebook,helpful,5,0,2026-08-05 16:08:14,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:07:34,,,play_store
com.facebook.katana,Facebook,best app for me like app,5,0,2026-08-05 16:07:25,,,play_store
com.facebook.katana,Facebook,great!,5,0,2026-08-05 16:06:42,,,play_store
com.facebook.katana,Facebook,nice,5,0,2026-08-05 16:06:06,,,play_store
com.facebook.katana,Facebook,excellent post well articulated,5,0,2026-08-05 16:05:51,,,play_store
com.facebook.katana,Facebook,OK,5,0,2026-08-05 16:05:50,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 16:05:28,,,play_store
com.facebook.katana,Facebook,Worst update. Reels are playing like torch light 🤔 Need to fix the extra brightness inside media player of facebook. Using vivo V70,1,1,2026-08-05 16:04:47,,,play_store
com.facebook.katana,Facebook,sir mera account nahi khul raha hai,1,0,2026-08-05 16:03:55,,,play_store
com.facebook.katana,Facebook,"Filled with bots and ads that lead to malware or scams. Reporting fake profiles is meaningless as they always respond with: we found nothing wrong with this profile, even though the person has 3 eyes and more than 10 fingers. Feed is filled with content they want you to see rather than what your friends post, which defeats the purpose of the service to begin with. Not to mention data extraction beyond facebook, they scan what apps you use, how you use them, etc",1,0,2026-08-05 16:02:44,,,play_store
com.facebook.katana,Facebook,very nice,5,0,2026-08-05 16:01:42,,,play_store
com.facebook.katana,Facebook,happy 😁😊😊😊😊 and black jeans,5,0,2026-08-05 16:01:24,,,play_store
com.facebook.katana,Facebook,it was so fun and fantastic listening to songs and viewing videos of top quality from my favourite artist that is abroad.,2,0,2026-08-05 16:00:24,,,play_store
com.facebook.katana,Facebook,Excellent,5,0,2026-08-05 15:59:52,,,play_store
com.facebook.katana,Facebook,hm not bad,5,0,2026-08-05 15:58:36,,,play_store
com.facebook.katana,Facebook,Zabardast and vip,5,0,2026-08-05 15:57:54,,,play_store
com.facebook.katana,Facebook,thanks to God that saved so loss,5,0,2026-08-05 15:56:29,,,play_store
com.facebook.katana,Facebook,"extremely complicated to use if you're trying to have a personal & business acct. Additionally, FB automatically changed settings and no longer allows me to respond to comments. now everything is a private message only.",1,7,2026-08-05 15:56:16,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 15:56:15,,,play_store
com.facebook.katana,Facebook,sabse bekar aap haieri I'd hi nhi chla raha,1,0,2026-08-05 15:54:51,,,play_store
com.facebook.katana,Facebook,good,5,0,2026-08-05 15:54:10,,,play_store
