app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source
com.zhiliaoapp.musically,TikTok,excellent 👌,3,0,2026-07-29 23:27:03,,,play_store
com.zhiliaoapp.musically,TikTok,la app mas espectacular,5,0,2026-07-29 23:23:50,¡Hola! Gracias por tomarte el tiempo de compartir tus comentarios. Apreciamos mucho tu apoyo.,2026-07-29 23:50:05,play_store
com.zhiliaoapp.musically,TikTok,Best app for internment,5,0,2026-07-29 23:22:12,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:50:06,play_store
com.zhiliaoapp.musically,TikTok,adil TikTok,5,0,2026-07-29 23:18:59,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:05,play_store
com.zhiliaoapp.musically,TikTok,good,5,0,2026-07-29 23:18:12,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:07,play_store
com.zhiliaoapp.musically,TikTok,Mustlifa,1,0,2026-07-29 23:17:50,"Hi, thanks for your feedback!
We'll be sure to share your suggestion with our team for consideration. We appreciate your input, and we're always working to improve the TikTok experience!",2026-07-27 16:10:08,play_store
com.zhiliaoapp.musically,TikTok,অ্যাপসটা খুব ভালো,5,0,2026-07-29 23:16:42,হাই! আপনার ফিডব্যাক শেয়ার করতে সময় দেওয়ার জন্য ধন্যবাদ। আপনার সমর্থন দারুণভাবে প্রশংসিত।,2026-07-29 23:30:07,play_store
com.zhiliaoapp.musically,TikTok,I post tons of videos at the end of the day I end up with just like 20 views whereas some people post vids and within the space of 24hrs they get millions of views and I set it to allow everyone to see it,5,0,2026-07-29 23:16:40,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:06,play_store
com.zhiliaoapp.musically,TikTok,Abdullatif,5,0,2026-07-29 23:16:21,Bonjour ! Merci d'avoir pris le temps de nous faire part de tes commentaires. Ton soutien est grandement apprécié.,2026-07-29 23:30:07,play_store
com.zhiliaoapp.musically,TikTok,nice,5,0,2026-07-29 23:14:57,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:06,play_store
com.zhiliaoapp.musically,TikTok,tsegayg,5,0,2026-07-29 23:14:21,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:06,play_store
com.zhiliaoapp.musically,TikTok,it slays,5,0,2026-07-29 23:13:15,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:06,play_store
com.zhiliaoapp.musically,TikTok,saqib khan,1,0,2026-07-29 23:12:23,"Hi, thanks for your feedback!
We'll be sure to share your suggestion with our team for consideration. We appreciate your input, and we're always working to improve the TikTok experience!",2026-07-29 23:30:06,play_store
com.zhiliaoapp.musically,TikTok,okay I want my tiktok to have a recorder or a voice note so when I feel like recording I can record,5,0,2026-07-29 23:09:58,,,play_store
com.zhiliaoapp.musically,TikTok,don't like the app as apparently i used sexual content and such through messaging people when I NEVER did,2,0,2026-07-29 23:09:41,,,play_store
com.zhiliaoapp.musically,TikTok,Hello TikTok Team l have been working hard on tiktok for quite some time and have been posting very good videos. Please check my account and unfreeze thanks TikTok Username (.........) my gmail (.........),5,0,2026-07-29 23:09:20,,,play_store
com.zhiliaoapp.musically,TikTok,download,5,0,2026-07-29 23:08:45,,,play_store
com.zhiliaoapp.musically,TikTok,Stop the censorship. In America we have freedom of speech. Sensitive people shouldn't be running a website.,1,0,2026-07-29 23:06:47,"Hi, thanks for your feedback!
We'll be sure to share your suggestion with our team for consideration. We appreciate your input, and we're always working to improve the TikTok experience!",2026-07-29 23:30:07,play_store
com.zhiliaoapp.musically,TikTok,my TikTok account has been blocked please My account unblock,5,0,2026-07-29 23:06:46,Hi! Thanks for taking the time to share your feedback. Your support is greatly appreciated.,2026-07-29 23:30:08,play_store
