app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,vocabulary_hits,review_route,needs_human_review,requires_llm_review,classification_source,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.facebook.lite,facebook,buddhsdeb,5,0,2026-07-29 23:06:15,,,play_store,buddhsdeb,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,3,1,3.52,Low
com.facebook.lite,facebook,dhuneya,5,0,2026-07-29 23:00:31,,,play_store,dhuneya,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,5,1,3.52,Low
com.facebook.lite,facebook,gali.one,5,1,2026-07-29 22:56:07,,,play_store,gali.one,Complaint,0.486323,2,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,7,1,3.866,Low
com.facebook.lite,facebook,مسلم لیگ ن کا شیر جناب متحرم اظہر علی قادری ژندہ باد,5,0,2026-07-29 22:52:49,,,play_store,مسلم لیگ ن کا شیر جناب متحرم اظہر علی قادری ژندہ باد,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,8,1,3.52,Low
com.facebook.lite,facebook,Power,5,0,2026-07-29 22:45:54,,,play_store,power,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,10,1,3.52,Low
com.facebook.lite,facebook,jador,5,0,2026-07-29 22:45:32,,,play_store,jador,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,11,1,3.52,Low
com.facebook.lite,facebook,Chinecherem,5,0,2026-07-29 22:41:53,,,play_store,chinecherem,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,13,1,3.52,Low
com.facebook.lite,facebook,dancing,4,0,2026-07-29 22:40:54,,,play_store,dancing,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,14,1,4.27,Medium
com.facebook.lite,facebook,Thigh try,3,0,2026-07-29 22:39:44,,,play_store,thigh try,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,15,1,5.02,Medium
com.facebook.lite,facebook,WORLD CLass App Bravo Muchos Gracias PieL Morena Mi Amor 👰🏻👰🏻👰🏻,5,11,2026-07-29 22:39:24,,,play_store,world class app bravo muchos gracias piel morena mi amor 👰🏻👰🏻👰🏻,Praise,0.47442004,7,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,16,1,2.262,Low
com.facebook.lite,facebook,ধন্যবাদ,5,0,2026-07-29 22:34:09,,,play_store,ধন্যবাদ,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,19,2,3.824,Low
com.facebook.lite,facebook,सुभाष चंद झा,5,0,2026-07-29 22:27:56,,,play_store,सुभाष चंद झा,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,22,1,3.52,Low
com.facebook.lite,facebook,Soon,1,0,2026-07-29 22:26:36,,,play_store,soon,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,23,1,6.52,High
com.facebook.lite,facebook,It's fun,5,0,2026-07-29 22:26:24,,,play_store,it's fun,Complaint,0.44692382,3,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,24,1,3.52,Low
com.facebook.lite,facebook,facebook is doing well,5,0,2026-07-29 22:24:58,,,play_store,facebook is doing well,Praise,0.5720854,6,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,25,1,1.02,Low
com.facebook.lite,facebook,অসাধারণ একটি অ্যাপ যার মাধ্যমে আমরা সারা বিশ্বের মানুষের কাছে পৌঁছে যেতে পারি,5,0,2026-07-29 22:22:12,,,play_store,অসাধারণ একটি অ্যাপ যার মাধ্যমে আমরা সারা বিশ্বের মানুষের কাছে পৌঁছে যেতে পারি,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,26,1,3.52,Low
com.facebook.lite,facebook,কল আসার যাওয়ার সুবিধা হলে ভালো হতো,5,0,2026-07-29 22:16:50,,,play_store,কল আসার যাওয়ার সুবিধা হলে ভালো হতো,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,29,1,3.52,Low
com.facebook.lite,facebook,Karolina Protsenko,5,0,2026-07-29 22:13:04,,,play_store,karolina protsenko,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,31,1,3.52,Low
com.facebook.lite,facebook,urbjof,2,0,2026-07-29 22:12:26,,,play_store,urbjof,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,32,1,5.77,Medium
com.facebook.lite,facebook,ើើផ្,4,0,2026-07-29 22:06:23,,,play_store,ើើផ្,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,33,1,4.27,Medium
com.facebook.lite,facebook,snothando,5,0,2026-07-29 21:56:49,,,play_store,snothando,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,35,1,3.52,Low
com.facebook.lite,facebook,Deleted the App,1,0,2026-07-29 21:51:30,,,play_store,deleted the app,Praise,0.46849838,5,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,36,1,4.02,Medium
com.facebook.lite,facebook,knowledge,5,0,2026-07-29 21:51:23,,,play_store,knowledge,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,37,1,3.52,Low
com.facebook.lite,facebook,for you,5,0,2026-07-29 21:44:45,,,play_store,for you,Praise,0.4737945,3,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,39,1,1.02,Low
com.facebook.lite,facebook,plz add tap and hold 2x plz,1,0,2026-07-29 21:26:27,,,play_store,plz add tap and hold 2x plz,Complaint,0.4969823,6,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,45,1,6.52,High
com.facebook.lite,facebook,ঠফঢ়ৎ,5,0,2026-07-29 21:18:53,,,play_store,ঠফঢ়ৎ,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,47,1,3.52,Low
com.facebook.lite,facebook,Opeyemi,5,0,2026-07-29 21:12:30,,,play_store,opeyemi,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,48,1,3.52,Low
com.facebook.lite,facebook,গুড,4,0,2026-07-29 21:07:58,,,play_store,গুড,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,50,1,4.27,Medium
com.facebook.lite,facebook,Download,3,1,2026-07-29 21:03:27,,,play_store,download,Complaint,0.4569194,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,52,1,5.366,Medium
com.facebook.lite,facebook,"Bright Uko, God alone",5,0,2026-07-29 20:52:14,,,play_store,"bright uko, god alone",Complaint,0.45008776,3,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,55,1,3.52,Low
com.facebook.lite,facebook,Tiktok,5,0,2026-07-29 20:42:03,,,play_store,tiktok,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,63,1,3.52,Low
