app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,vocabulary_hits,review_route,needs_human_review,requires_llm_review,classification_source,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.facebook.katana,Facebook,business social worker,5,0,2026-08-05 16:44:39,,,play_store,business social worker,Complaint,0.46711525,2,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,2,1,3.52,Low
com.facebook.katana,Facebook,মততাবুু ৷ রর্,5,0,2026-08-05 16:42:22,,,play_store,মততাবুু ৷ রর্,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,6,1,3.52,Low
com.facebook.katana,Facebook,I always got suspended,1,0,2026-08-05 16:39:16,,,play_store,i always got suspended,Complaint,0.5558001,5,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,9,1,6.52,High
com.facebook.katana,Facebook,new meta for disable my account,1,0,2026-08-05 16:36:44,,,play_store,new meta for disable my account,Feature Request,0.42648214,8,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,13,1,5.52,Medium
com.facebook.katana,Facebook,its pay to win unfortunately,5,0,2026-08-05 16:36:12,,,play_store,its pay to win unfortunately,Praise,0.48075554,5,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,14,1,1.02,Low
com.facebook.katana,Facebook,💕,5,0,2026-08-05 16:25:55,,,play_store,💕,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,21,1,3.52,Low
com.facebook.katana,Facebook,maganda maganda maganda !!,5,0,2026-08-05 16:22:26,,,play_store,maganda maganda maganda !!,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,23,1,3.52,Low
com.facebook.katana,Facebook,ඇත්තටම හොද app එකක්,5,0,2026-08-05 16:16:52,,,play_store,ඇත්තටම හොද app එකක්,Complaint,0.59465367,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,24,1,3.52,Low
com.facebook.katana,Facebook,verygood,5,0,2026-08-05 16:11:47,,,play_store,verygood,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,30,2,3.824,Low
com.facebook.katana,Facebook,facebook login hokar bar bar id suspended ho jati hai,1,0,2026-08-05 16:10:35,,,play_store,facebook login hokar bar bar id suspended ho jati hai,Bug,0.41451827,10,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,33,1,7.52,High
com.facebook.katana,Facebook,legit,5,0,2026-08-05 16:09:50,,,play_store,legit,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,34,1,3.52,Low
com.facebook.katana,Facebook,hmm Kitt,1,0,2026-08-05 16:09:09,,,play_store,hmm kitt,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,35,1,6.52,High
com.facebook.katana,Facebook,helpful,5,0,2026-08-05 16:08:14,,,play_store,helpful,Praise,0.5241241,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,36,1,1.02,Low
com.facebook.katana,Facebook,OK,5,0,2026-08-05 16:05:50,,,play_store,ok,Praise,0.54720646,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,40,17,2.668,Low
com.facebook.katana,Facebook,Zabardast and vip,5,0,2026-08-05 15:57:54,,,play_store,zabardast and vip,Complaint,0.46813345,2,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,48,1,3.52,Low
com.facebook.katana,Facebook,sabse bekar aap haieri I'd hi nhi chla raha,1,0,2026-08-05 15:54:51,,,play_store,sabse bekar aap haieri i'd hi nhi chla raha,Praise,0.4325069,8,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,51,1,4.02,Medium
com.facebook.katana,Facebook,thanks po,5,0,2026-08-05 15:52:55,,,play_store,thanks po,Praise,0.4571648,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,52,1,1.02,Low
com.facebook.katana,Facebook,Facebook no longor 😡😡 my monitizetion not isu,5,0,2026-08-05 15:47:51,,,play_store,facebook no longor 😡😡 my monitizetion not isu,Praise,0.5130407,4,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,54,1,1.02,Low
