app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,vocabulary_hits,review_route,needs_human_review,requires_llm_review,classification_source,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.google.android.youtube,youtube,download issues,1,0,2026-07-29 23:00:11,,,play_store,download issues,Complaint,0.4569194,2,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,1,1,6.52,High
com.google.android.youtube,youtube,On,5,0,2026-07-29 22:58:43,,,play_store,on,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,4,3,4.04,Medium
com.google.android.youtube,youtube,anuba km sd,5,0,2026-07-29 22:56:10,,,play_store,anuba km sd,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,9,1,3.52,Low
com.google.android.youtube,youtube,supar gaa💀☠️💀☠️,5,0,2026-07-29 22:55:55,,,play_store,supar gaa💀☠️💀☠️,Praise,0.4600092,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,10,1,1.02,Low
com.google.android.youtube,youtube,Once a platform full of knowledge is now full of nonsense!,1,0,2026-07-29 22:55:37,,,play_store,once a platform full of knowledge is now full of nonsense!,Praise,0.5168738,10,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,11,1,4.02,Medium
com.google.android.youtube,youtube,how can I make YouTube to open on this device,1,0,2026-07-29 22:53:14,,,play_store,how can i make youtube to open on this device,Complaint,0.5029114,14,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,17,1,6.52,High
com.google.android.youtube,youtube,Nhigh C,5,0,2026-07-29 22:53:06,,,play_store,nhigh c,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,18,1,3.52,Low
com.google.android.youtube,youtube,Sanamgujjar,5,0,2026-07-29 22:52:30,,,play_store,sanamgujjar,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,20,1,3.52,Low
com.google.android.youtube,youtube,ywieiiri,1,0,2026-07-29 22:47:59,,,play_store,ywieiiri,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,25,1,6.52,High
com.google.android.youtube,youtube,MDMinhaj,5,0,2026-07-29 22:41:56,,,play_store,mdminhaj,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,32,1,3.52,Low
com.google.android.youtube,youtube,Gu lż AR,5,0,2026-07-29 22:39:44,,,play_store,gu lż ar,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,35,1,3.52,Low
com.google.android.youtube,youtube,Harikishan baghel ji,1,0,2026-07-29 22:39:12,,,play_store,harikishan baghel ji,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,36,1,6.52,High
com.google.android.youtube,youtube,मालवीका,1,0,2026-07-29 22:38:37,,,play_store,मालवीका,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,37,1,6.52,High
com.google.android.youtube,youtube,And ullah,5,0,2026-07-29 22:38:15,,,play_store,and ullah,Complaint,0.46813262,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,38,1,3.52,Low
com.google.android.youtube,youtube,ুিিিি,5,0,2026-07-29 22:36:49,,,play_store,ুিিিি,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,40,1,3.52,Low
com.google.android.youtube,youtube,tell us more,5,0,2026-07-29 22:35:30,,,play_store,tell us more,Complaint,0.50901014,3,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,41,1,3.52,Low
com.google.android.youtube,youtube,Emmanuel mwale,1,0,2026-07-29 22:34:55,,,play_store,emmanuel mwale,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,43,1,6.52,High
com.google.android.youtube,youtube,"getting 1 minute ads without any skip option. i watched a 20 min video, and got ads 4 times, each time 30s - 1m... its getting very frustrating",1,0,2026-07-29 22:33:26,,,play_store,"getting 1 minute ads without any skip option. i watched a 20 min video, and got ads 4 times, each time 30s - 1m... its getting very frustrating",Feature Request,0.5567625,26,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,44,1,5.52,Medium
com.google.android.youtube,youtube,Payi,1,0,2026-07-29 22:33:07,,,play_store,payi,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,45,1,6.52,High
com.google.android.youtube,youtube,ashi,5,0,2026-07-29 22:31:52,,,play_store,ashi,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,48,1,3.52,Low
com.google.android.youtube,youtube,sumit kumar ff,2,0,2026-07-29 22:31:45,,,play_store,sumit kumar ff,Praise,0.5663429,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,49,1,3.27,Low
com.google.android.youtube,youtube,Please apdete my you tube,5,0,2026-07-29 22:30:37,,,play_store,please apdete my you tube,Complaint,0.5414919,5,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,50,1,3.52,Low
com.google.android.youtube,youtube,noice,5,0,2026-07-29 22:27:41,,,play_store,noice,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,53,1,3.52,Low
com.google.android.youtube,youtube,Ak,5,0,2026-07-29 22:26:18,,,play_store,ak,Complaint,0.46711525,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,54,1,3.52,Low
com.google.android.youtube,youtube,experience,1,0,2026-07-29 22:25:59,,,play_store,experience,Praise,0.5889492,1,llm_ambiguity,True,True,xgboost,0,Neutral,tfidf_fallback,57,1,4.02,Medium
com.google.android.youtube,youtube,oklsan,5,0,2026-07-29 22:24:43,,,play_store,oklsan,Complaint,0.46711525,0,translation_or_human,True,False,xgboost,0,Neutral,tfidf_fallback,59,1,3.52,Low
