app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,needs_human_review,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.google.android.youtube,youtube,voire atativement,1,0,2026-07-28 23:45:49,,,play_store,voire atativement,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,1,1,6.52,High
com.google.android.youtube,youtube,waseemsajaad,5,0,2026-07-28 23:45:49,,,play_store,waseemsajaad,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,2,1,3.52,Low
com.google.android.youtube,youtube,l hate this app,5,0,2026-07-28 23:45:48,,,play_store,l hate this app,Praise,0.5371723,True,-1,Negative,tfidf_fallback,3,2,1.324,Low
com.google.android.youtube,youtube,Keeps stopping videos in background update: it is even worse on android 15 Can't turn subtitles off! It enables back with every activity resume. Video gets dimmed or muted,1,2,2026-07-28 23:45:11,,,play_store,keeps stopping videos in background update: it is even worse on android 15 can't turn subtitles off! it enables back with every activity resume. video gets dimmed or muted,Complaint,0.71485996,True,0,Neutral,tfidf_fallback,4,1,7.069,High
com.google.android.youtube,youtube,let me cancel my subscription,1,0,2026-07-28 23:42:38,,,play_store,let me cancel my subscription,Complaint,0.69971645,True,0,Neutral,tfidf_fallback,6,1,6.52,High
com.google.android.youtube,youtube,it's not work in my mobile phone,5,0,2026-07-28 23:42:37,,,play_store,it's not work in my mobile phone,Feature Request,0.7764841,True,0,Neutral,tfidf_fallback,7,1,2.52,Low
com.google.android.youtube,youtube,Amazing,4,0,2026-07-28 23:41:12,,,play_store,amazing,Praise,0.8699503,True,1,Positive,tfidf_fallback,9,1,1.77,Low
com.google.android.youtube,youtube,Give an option to hide shorts or remove shorts,3,0,2026-07-28 23:39:55,,,play_store,give an option to hide shorts or remove shorts,Complaint,0.51381874,True,0,Neutral,tfidf_fallback,10,1,5.02,Medium
com.google.android.youtube,youtube,great 👍,5,0,2026-07-28 23:38:58,,,play_store,great 👍,Praise,0.94572586,True,1,Positive,tfidf_fallback,12,6,1.959,Low
com.google.android.youtube,youtube,Sik,5,0,2026-07-28 23:38:52,,,play_store,sik,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,13,1,3.52,Low
com.google.android.youtube,youtube,ok,3,0,2026-07-28 23:38:28,,,play_store,ok,Praise,0.54720646,True,0,Neutral,tfidf_fallback,14,11,3.864,Low
com.google.android.youtube,youtube,but it's not happening,1,0,2026-07-28 23:38:15,,,play_store,but it's not happening,Complaint,0.76256245,True,0,Neutral,tfidf_fallback,15,1,6.52,High
com.google.android.youtube,youtube,xusen dhicisoow,5,0,2026-07-28 23:38:11,,,play_store,xusen dhicisoow,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,16,1,3.52,Low
com.google.android.youtube,youtube,fix the split screen glitch problem,3,0,2026-07-28 23:38:01,,,play_store,fix the split screen glitch problem,Complaint,0.94518864,True,-1,Negative,tfidf_fallback,17,1,5.02,Medium
com.google.android.youtube,youtube,Very bad app they have closed all my channels without reason and no prior warning I do not advise anyone to use YouTube,1,0,2026-07-28 23:37:34,,,play_store,very bad app they have closed all my channels without reason and no prior warning i do not advise anyone to use youtube,Complaint,0.9108064,True,-1,Negative,tfidf_fallback,18,1,6.52,High
com.google.android.youtube,youtube,chhtokumar,5,0,2026-07-28 23:36:38,,,play_store,chhtokumar,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,19,1,3.52,Low
