app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,needs_human_review,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.facebook.lite,Facebook,superb!,4,0,2026-07-29 09:25:43,,,play_store,superb!,Praise,0.8592688,True,0,Neutral,tfidf_fallback,1,1,1.77,Low
com.facebook.lite,Facebook,Facebook lite is cool,5,0,2026-07-29 09:24:17,,,play_store,facebook lite is cool,Praise,0.49730486,True,0,Neutral,tfidf_fallback,2,1,1.02,Low
com.facebook.lite,Facebook,i like it,5,0,2026-07-29 09:23:32,,,play_store,i like it,Praise,0.8379439,True,0,Neutral,tfidf_fallback,3,5,1.844,Low
com.facebook.lite,Facebook,👍,5,0,2026-07-29 09:16:56,,,play_store,👍,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,4,1,3.52,Low
com.facebook.lite,Facebook,salamat,5,0,2026-07-29 09:12:41,,,play_store,salamat,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,5,1,3.52,Low
com.facebook.lite,Facebook,najmul,5,0,2026-07-29 09:12:09,,,play_store,najmul,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,6,1,3.52,Low
com.facebook.lite,Facebook,utujui,2,0,2026-07-29 09:01:54,,,play_store,utujui,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,10,1,5.77,Medium
com.facebook.lite,Facebook,give us new updates,3,0,2026-07-29 08:58:48,,,play_store,give us new updates,Complaint,0.44131657,True,0,Neutral,tfidf_fallback,11,1,5.02,Medium
com.facebook.lite,Facebook,extra cool,5,0,2026-07-29 08:53:35,,,play_store,extra cool,Praise,0.64848256,True,0,Neutral,tfidf_fallback,12,1,1.02,Low
com.facebook.lite,Facebook,i support this app,5,0,2026-07-29 08:52:31,,,play_store,i support this app,Feature Request,0.49334893,True,0,Neutral,tfidf_fallback,13,1,2.52,Low
com.facebook.lite,Facebook,cool cool chhe Aare bhai ye sab tiwgcm veer veer bhul bhuk desh teen,4,0,2026-07-29 08:47:30,,,play_store,cool cool chhe aare bhai ye sab tiwgcm veer veer bhul bhuk desh teen,Praise,0.7438201,True,0,Neutral,tfidf_fallback,14,1,1.77,Low
com.facebook.lite,Facebook,its showing wrong data maximum time,1,0,2026-07-29 08:32:48,,,play_store,its showing wrong data maximum time,Complaint,0.6333159,True,0,Neutral,tfidf_fallback,16,1,6.52,High
com.facebook.lite,Facebook,very very happy facebook use me and happy knowledge me in facebook i like lite facebook and useful,5,0,2026-07-29 08:20:56,,,play_store,very very happy facebook use me and happy knowledge me in facebook i like lite facebook and useful,Praise,0.67419976,True,1,Positive,tfidf_fallback,18,1,1.02,Low
